Team1,Team2,T1Pts,T2Pts,TotalPts,Differential,T1_CutPlays,T1_Cut2PA,T1_Cut2PM,T1_Cut2P%,T1_CutTO,T1_CutFouls,T1_PnrPlays,T1_Pnr3PA,T1_Pnr3PM,T1_Pnr3P%,T1_Pnr2PA,T1_Pnr2PM,T1_Pnr2P%,T1_PnrMiA,T1_PnrMiM,T1_PnrMi%,T1_PnrEFG%,T1_PnrTO,T1_PnrFouls,T1_PostPlays,T1_Post2PA,T1_Post2PM,T1_Post2P%,T1_PostTO,T1_PostFouls,T1_RollPlays,T1_Roll3PA,T1_Roll3PM,T1_Roll3P%,T1_Roll2PA,T1_Roll2PM,T1_Roll2P%,T1_RollMiA,T1_RollMiM,T1_RollMi%,T1_RollEFG%,T1_RollTO,T1_RollFouls,T1_SUShotPlays,T1_SUShot3PA,T1_SUShot3PM,T1_SUShot3P%,T1_SUShotMiA,T1_SUShotMiM,T1_SUShotMi%,T1_SUShotTO,T1_SUShotFouls,T1_SUDrivePlays,T1_SUDriveMiA,T1_SUDriveMiM,T1_SUDriveMi%,T1_SUDrive2PA,T1_SUDrive2PM,T1_SUDrive2P%,T1_SUDriveTO,T1_SUDriveFouls,T1_IsoPlays,T1_Iso3PA,T1_Iso3PM,T1_Iso3P%,T1_Iso2PA,T1_Iso2PM,T1_Iso2P%,T1_IsoMiA,T1_IsoMiM,T1_IsoMi%,T1_IsoEFG%,T1_IsoTO,T1_IsoFouls,T1_TransitionPlays,T1_Transition3PA,T1_Transition3PM,T1_Transition3P%,T1_Transition2PA,T1_Transition2PM,T1_Transition2P%,T1_TransitionMiA,T1_TransitionMiM,T1_TransitionMi%,T1_TransitionEFG%,T1_TransitionTO,T1_TransitionFouls,T1_OfscPlays,T1_Ofsc3PA,T1_Ofsc3PM,T1_Ofsc3P%,T1_Ofsc2PA,T1_Ofsc2PM,T1_Ofsc2P%,T1_OfscMiA,T1_OfscMiM,T1_OfscMi%,T1_OfscEFG%,T1_OfscTO,T1_OfscFouls,T1_HaOfPlays,T1_HaOf3PA,T1_HaOf3PM,T1_HaOf3P%,T1_HaOf2PA,T1_HaOf2PM,T1_HaOf2P%,T1_HaOfMiA,T1_HaOfMiM,T1_HaOfMi%,T1_HaOfEFG%,T1_HaOfTO,T1_HaOfFouls,T2_CutPlays,T2_Cut2PA,T2_Cut2PM,T2_Cut2P%,T2_CutTO,T2_CutFouls,T2_PnrPlays,T2_Pnr3PA,T2_Pnr3PM,T2_Pnr3P%,T2_Pnr2PA,T2_Pnr2PM,T2_Pnr2P%,T2_PnrMiA,T2_PnrMiM,T2_PnrMi%,T2_PnrEFG%,T2_PnrTO,T2_PnrFouls,T2_PostPlays,T2_Post2PA,T2_Post2PM,T2_Post2P%,T2_PostTO,T2_PostFouls,T2_RollPlays,T2_Roll3PA,T2_Roll3PM,T2_Roll3P%,T2_Roll2PA,T2_Roll2PM,T2_Roll2P%,T2_RollMiA,T2_RollMiM,T2_RollMi%,T2_RollEFG%,T2_RollTO,T2_RollFouls,T2_SUShotPlays,T2_SUShot3PA,T2_SUShot3PM,T2_SUShot3P%,T2_SUShotMiA,T2_SUShotMiM,T2_SUShotMi%,T2_SUShotTO,T2_SUShotFouls,T2_SUDrivePlays,T2_SUDriveMiA,T2_SUDriveMiM,T2_SUDriveMi%,T2_SUDrive2PA,T2_SUDrive2PM,T2_SUDrive2P%,T2_SUDriveTO,T2_SUDriveFouls,T2_IsoPlays,T2_Iso3PA,T2_Iso3PM,T2_Iso3P%,T2_Iso2PA,T2_Iso2PM,T2_Iso2P%,T2_IsoMiA,T2_IsoMiM,T2_IsoMi%,T2_IsoEFG%,T2_IsoTO,T2_IsoFouls,T2_TransitionPlays,T2_Transition3PA,T2_Transition3PM,T2_Transition3P%,T2_Transition2PA,T2_Transition2PM,T2_Transition2P%,T2_TransitionMiA,T2_TransitionMiM,T2_TransitionMi%,T2_TransitionEFG%,T2_TransitionTO,T2_TransitionFouls,T2_OfscPlays,T2_Ofsc3PA,T2_Ofsc3PM,T2_Ofsc3P%,T2_Ofsc2PA,T2_Ofsc2PM,T2_Ofsc2P%,T2_OfscMiA,T2_OfscMiM,T2_OfscMi%,T2_OfscEFG%,T2_OfscTO,T2_OfscFouls,T2_HaOfPlays,T2_HaOf3PA,T2_HaOf3PM,T2_HaOf3P%,T2_HaOf2PA,T2_HaOf2PM,T2_HaOf2P%,T2_HaOfMiA,T2_HaOfMiM,T2_HaOfMi%,T2_HaOfEFG%,T2_HaOfTO,T2_HaOfFouls,Date
SUNY Polytechnic Wildcats,Clarkson University Golden Knights,83,77,160,6,7,3,3,1,2,2,7,1,1,1,4,2,0.5,2,1,0.5,0.7,1,1,1,1,1,1,0,0,4,3,3,1,0,0,0,0,0,0,1.5,1,0,14,14,6,0.43,0,0,0,0,0,12,1,1,1,10,5,0.5,2,0,5,2,0,0,2,1,0.5,1,0,0,0.25,1,0,12,6,1,0.17,6,4,0.67,0,0,0,0.46,0,0,2,2,2,1,0,0,0,0,0,0,1.5,0,0,1,0,0,0,0,0,0,0,0,0,,1,0,12,8,11,0.73,0,1,2,0,0,0,0,0,0,0,0,0,,1,1,8,6,5,0.83,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11,10,3,0.3,1,0,0,0,0,11,2,0,0,8,4,0.5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,0,0,8,7,0.88,1,1,1,0.7,0,0,3,1,1,1,0,0,0,0,0,0,1.5,1,1,6,3,2,0.67,2,0,0,1,0,0,0.6,1,0,2024-11-23
SUNY New Paltz Hawks,Bard College,75,66,141,9,11,4,9,0.44,1,1,11,1,0,0,8,3,0.38,4,2,0.5,0.33,1,1,0,0,0,0,0,0,4,3,0,0,1,0,0,1,0,0,0,0,0,13,13,3,0.23,0,0,0,0,0,12,5,1,0.2,7,2,0.29,4,1,2,1,0,0,1,0,0,1,0,0,0,0,0,16,6,1,0.17,6,5,0.83,1,0,0,0.54,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,1,1,1,1,1,1,0.33,1,0,10,5,9,0.56,0,1,7,3,0,0,3,1,0.33,1,0,0,0.17,0,1,2,2,1,0.5,0,0,3,0,0,0,2,2,1,0,0,0,1,1,0,9,9,2,0.22,0,0,0,0,0,6,0,0,0,4,1,0.25,1,0,9,1,1,1,7,5,0.71,0,0,0,0.81,0,1,17,7,2,0.29,8,5,0.62,0,0,0,0.53,1,1,3,1,0,0,1,0,0,1,0,0,0,1,0,3,2,0,0,1,0,0,0,0,0,0,0,0,2024-11-23
Sage Colleges,Bard College,60,73,133,-13,9,2,2,1,2,5,26,3,2,0.67,17,5,0.29,10,3,0.3,0.4,2,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,0.33,0,0,0,0,0,10,4,1,0.25,5,1,0.2,2,2,6,1,0,0,4,2,0.5,2,0,0,0.4,1,0,17,3,1,0.33,11,4,0.36,1,0,0,0.39,2,1,4,2,1,0.5,2,0,0,0,0,0,0.38,0,0,3,2,0,0,1,0,0,1,0,0,0,0,0,4,3,3,1,0,1,6,1,1,1,3,1,0.33,2,0,0,0.62,2,0,2,2,0,0,0,0,3,1,1,1,2,0,0,0,0,0,0.5,0,0,17,17,4,0.24,0,0,0,0,0,5,0,0,0,3,3,1,1,1,6,1,0,0,4,2,0.5,0,0,0,0.4,0,1,18,3,0,0,9,5,0.56,0,0,0,0.42,5,1,4,4,0,0,0,0,0,0,0,0,0,0,0,5,2,1,0.5,2,1,0.5,0,0,0,0.62,1,0,2024-11-16
Rochester (NY) Yellowjackets,Rochester Institute of Technology Tigers,85,68,153,17,5,2,3,0.67,1,1,6,2,2,1,2,0,0,1,0,0,0.75,1,1,4,4,2,0.5,0,0,2,0,0,0,2,2,1,0,0,0,1,0,0,11,11,3,0.27,0,0,0,0,0,6,0,0,0,3,1,0.33,1,2,5,0,0,0,4,2,0.5,1,1,1,0.5,1,0,26,7,4,0.57,17,11,0.65,0,0,0,0.71,1,1,4,3,1,0.33,0,0,0,0,0,0,0.5,0,1,2,0,0,0,1,0,0,1,0,0,0.0,1,0,8,5,6,0.83,1,1,11,2,0,0,3,1,0.33,1,0,0,0.2,5,1,8,7,3,0.43,1,0,4,1,0,0,3,1,0.33,1,0,0,0.25,0,0,18,15,5,0.33,3,1,0.33,0,0,12,1,1,1,5,2,0.4,2,4,5,0,0,0,3,0,0,2,0,0,0,1,1,11,0,0,0,8,2,0.25,2,0,0,0.25,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-11-12
Skidmore Thoroughbreds,St. Lawrence Saints,51,68,119,-17,11,4,9,0.44,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,30,29,7,0.24,1,0,0,0,0,16,5,1,0.2,9,4,0.44,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2,1,0.5,4,2,0.5,0,0,0,0.58,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,4,0.25,1,0,7,1,0,0,1,0,0,0,0,0,0.0,2,3,6,3,1,0.33,1,2,3,2,0,0,1,1,1,0,0,0,0.33,0,0,17,16,8,0.5,1,1,1,0,0,12,2,1,0.5,5,2,0.4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,0,5,2,0.4,0,0,0,0.25,1,0,5,1,1,1,4,1,0.25,2,0,0,0.5,0,0,3,2,0,0,1,1,1,1,1,1,0.33,0,0,2024-12-07
Rochester Institute of Technology Tigers,Nazareth College Golden Flyers,76,83,159,-7,8,3,7,0.43,0,1,14,6,1,0.17,8,5,0.62,4,3,0.75,0.46,0,0,5,5,3,0.6,0,0,5,1,1,1,2,0,0,0,0,0,0.5,2,0,11,11,4,0.36,0,0,0,0,0,11,4,3,0.75,7,5,0.71,4,0,4,1,0,0,2,1,0.5,0,0,0,0.33,0,1,20,5,1,0.2,8,5,0.62,3,2,0.67,0.5,5,2,1,1,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,4,3,0.75,3,2,0.67,0.5,0,0,6,1,4,0.25,0,2,22,0,0,0,21,11,0.52,10,6,0.6,0.52,0,1,3,3,1,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,1,0.11,1,0,0,0,0,7,3,2,0.67,5,4,0.8,0,0,6,0,0,0,5,1,0.2,2,0,0,0.2,1,0,13,2,1,0.5,10,3,0.3,4,0,0,0.38,0,1,3,1,1,1,1,0,0,0,0,0,0.75,0,1,13,1,0,0,11,6,0.55,9,5,0.56,0.5,1,0,2024-11-21
Babson Beavers,Ithaca College,64,60,124,4,10,5,9,0.56,0,1,10,4,1,0.25,3,1,0.33,0,0,0,0.36,3,0,3,3,1,0.33,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,12,11,3,0.27,1,0,0,0,0,9,2,1,0.5,4,1,0.25,5,0,6,1,0,0,4,1,0.25,1,0,0,0.2,1,0,11,5,2,0.4,3,2,0.67,1,1,1,0.62,1,2,5,4,2,0.5,1,0,0,1,0,0,0.6,0,0,2,0,0,0,1,0,0,1,0,0,0.0,1,0,10,4,8,0.5,0,2,8,0,0,0,5,1,0.2,0,0,0,0.2,1,2,3,2,2,1,0,1,2,1,0,0,1,0,0,0,0,0,0,0,0,8,8,1,0.12,0,0,0,0,0,6,1,0,0,3,0,0,0,1,4,0,0,0,3,1,0.33,1,0,0,0.33,0,1,11,3,0,0,5,3,0.6,1,0,0,0.38,2,1,3,0,0,0,2,1,0.5,0,0,0,0.5,0,1,10,3,0,0,6,1,0.17,1,1,1,0.11,0,1,2024-11-10
Rochester Institute of Technology Tigers,St. John Fisher Cardinals,72,65,137,7,5,3,4,0.75,1,0,9,1,0,0,4,2,0.5,2,1,0.5,0.4,1,3,6,4,3,0.75,1,1,5,0,0,0,4,2,0.5,0,0,0,0.5,1,0,8,8,1,0.12,0,0,0,0,0,12,4,3,0.75,10,5,0.5,1,1,2,0,0,0,1,0,0,0,0,0,0.0,0,1,15,3,1,0.33,6,4,0.67,0,0,0,0.61,5,1,4,2,2,1,1,0,0,1,0,0,1.0,1,0,5,0,0,0,5,2,0.4,3,1,0.33,0.4,0,0,5,1,3,0.33,1,1,11,1,0,0,6,2,0.33,1,1,1,0.29,2,2,2,2,1,0.5,0,0,3,1,0,0,2,1,0.5,0,0,0,0.33,0,0,5,5,0,0,0,0,0,0,0,20,5,3,0.6,14,6,0.43,2,1,3,0,0,0,2,1,0.5,1,0,0,0.5,1,0,10,0,0,0,8,4,0.5,1,0,0,0.5,0,2,2,1,0,0,1,0,0,1,0,0,0,0,0,10,4,0,0,5,1,0.2,1,0,0,0.11,0,1,2024-11-23
Vassar Brewers,Arcadia University Knights,74,55,129,19,3,3,3,1,0,0,5,1,0,0,3,0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,3,2,1,0.5,0,0,0,0,0,0,0.75,1,0,9,9,1,0.11,0,0,0,0,0,15,8,5,0.62,12,5,0.42,2,0,5,0,0,0,4,4,1,2,2,1,1,1,0,27,6,2,0.33,16,8,0.5,1,0,0,0.5,3,2,3,1,1,1,2,0,0,2,0,0,0.5,0,0,6,4,1,0.25,0,0,0,0,0,0,0.38,1,1,4,3,4,0.75,0,0,7,2,2,1,5,2,0.4,3,1,0.33,0.71,0,0,6,4,2,0.5,2,0,1,1,1,1,0,0,0,0,0,0,1.5,0,0,21,18,3,0.17,2,0,0,0,1,14,4,3,0.75,10,4,0.4,3,1,2,1,1,1,1,0,0,0,0,0,0.75,0,0,7,1,0,0,3,1,0.33,1,0,0,0.25,3,0,4,3,0,0,1,1,1,1,1,1,0.25,0,0,2,1,0,0,1,1,1,1,1,1,0.5,0,0,2024-11-09
St. Lawrence Saints,Clarkson University Golden Knights,37,59,96,-22,10,2,6,0.33,2,2,14,5,1,0.2,5,2,0.4,2,0,0,0.35,0,4,3,0,0,0,3,0,5,1,0,0,4,1,0.25,0,0,0,0.2,0,0,8,8,2,0.25,0,0,0,0,0,5,0,0,0,4,1,0.25,1,0,2,0,0,0,1,1,1,1,1,1,1.0,1,0,8,1,0,0,3,1,0.33,1,0,0,0.25,3,1,2,2,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,3,0,0,1,0,0,0,0,0,22,7,18,0.39,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,28,10,0.36,0,0,0,0,0,10,2,2,1,2,2,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,2,1,0.5,0,0,0,0.33,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-11-16
Union (NY) Chargers,Vermont State University Lyndon,112,75,187,37,6,4,6,0.67,0,0,9,2,1,0.5,5,4,0.8,1,0,0,0.79,2,0,2,1,1,1,1,0,7,0,0,0,4,3,0.75,0,0,0,0.75,3,0,20,19,8,0.42,1,0,0,0,0,7,3,2,0.67,5,4,0.8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,20,4,4,1,8,8,1,1,1,1,1.17,6,2,5,2,1,0.5,3,2,0.67,1,1,1,0.7,0,0,4,1,1,1,3,1,0.33,0,0,0,0.62,0,0,5,3,5,0.6,0,0,3,1,1,1,1,0,0,1,0,0,0.75,0,1,1,1,1,1,0,0,3,1,1,1,2,1,0.5,0,0,0,0.83,0,0,26,24,6,0.25,2,1,0.5,0,0,15,3,2,0.67,8,4,0.5,4,3,2,0,0,0,1,1,1,0,0,0,1,1,0,16,7,2,0.29,3,2,0.67,0,0,0,0.5,6,0,4,2,0,0,1,0,0,1,0,0,0,1,0,6,3,2,0.67,3,0,0,0,0,0,0.5,0,0,2024-11-30
Clarkson University Golden Knights,Alfred State Pioneers,77,61,138,16,12,7,12,0.58,0,0,3,0,0,0,2,1,0.5,2,1,0.5,0.5,0,1,5,5,5,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,19,19,6,0.32,0,0,0,0,0,8,2,0,0,5,1,0.2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14,5,0,0,5,3,0.6,0,0,0,0.3,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,5,3,0.6,2,1,0.5,0.38,0,0,1,1,1,1,0,0,10,4,1,0.25,5,1,0.2,2,1,0.5,0.28,0,1,4,1,1,1,2,1,2,1,0,0,1,0,0,0,0,0,0,0,0,17,16,5,0.31,1,1,1,0,0,12,3,0,0,7,1,0.14,3,2,3,0,0,0,2,1,0.5,0,0,0,0.5,0,1,13,2,0,0,8,4,0.5,0,0,0,0.4,3,0,4,3,1,0.33,0,0,0,0,0,0,0.5,1,0,12,4,1,0.25,7,3,0.43,5,2,0.4,0.41,0,1,2024-12-17
Sarah Lawrence College Gryphons,Vassar Brewers,66,81,147,-15,2,0,1,0,1,0,11,2,0,0,5,1,0.2,0,0,0,0.14,1,3,3,1,0,0,2,0,8,1,0,0,6,4,0.67,0,0,0,0.57,0,1,11,9,2,0.22,2,1,0.5,0,0,16,3,1,0.33,11,4,0.36,3,1,8,1,0,0,6,2,0.33,5,2,0.4,0.29,1,0,13,4,2,0.5,7,3,0.43,0,0,0,0.55,2,0,6,4,2,0.5,2,0,0,2,0,0,0.5,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,9,7,7,1,1,1,8,1,0,0,4,1,0.25,1,1,1,0.2,1,2,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,14,14,3,0.21,0,0,0,0,0,12,2,2,1,7,5,0.71,3,2,2,0,0,0,1,0,0,0,0,0,0,1,0,23,4,1,0.25,13,9,0.69,0,0,0,0.62,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,5,2,1,0.5,1,0,0,0,0,0,0.5,0,2,2024-11-16
Skidmore Thoroughbreds,Regis College (MA) Pride,59,66,125,-7,8,2,5,0.4,1,2,17,6,2,0.33,8,2,0.25,6,1,0.17,0.36,3,0,7,7,3,0.43,0,0,3,1,1,1,1,0,0,0,0,0,0.75,0,1,8,8,1,0.12,0,0,0,0,0,11,4,2,0.5,8,4,0.5,1,1,3,0,0,0,2,0,0,1,0,0,0.0,1,0,7,1,1,1,4,2,0.5,0,0,0,0.7,1,1,6,2,0,0,3,1,0.33,1,1,1,0.2,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,8,2,6,0.33,0,2,9,1,0,0,7,5,0.71,1,1,1,0.62,0,1,5,2,2,1,1,2,2,0,0,0,2,1,0.5,0,0,0,0.5,0,0,15,13,1,0.08,2,0,0,0,0,8,0,0,0,5,2,0.4,2,1,1,0,0,0,0,0,0,0,0,0,,1,0,10,1,0,0,6,3,0.5,1,0,0,0.43,0,3,4,2,0,0,1,1,1,1,1,1,0.33,1,0,2,1,0,0,1,1,1,1,1,1,0.5,0,0,2024-11-11
Union (NY) Chargers,Bard College,63,62,125,1,5,2,5,0.4,0,0,13,5,2,0.4,7,6,0.86,2,2,1,0.75,1,0,5,3,1,0.33,1,1,5,2,0,0,3,0,0,1,0,0,0,0,0,13,13,5,0.38,0,0,0,0,0,6,3,0,0,4,1,0.25,1,0,4,0,0,0,3,3,1,1,1,1,1,1,0,11,3,0,0,3,2,0.67,1,1,1,0.33,4,1,3,1,0,0,2,0,0,1,0,0,0,0,0,6,2,0,0,4,2,0.5,2,0,0,0.33,0,0,8,5,7,0.71,0,1,6,2,0,0,4,1,0.25,0,0,0,0.17,0,0,2,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,8,8,4,0.5,0,0,0,0,0,13,3,2,0.67,9,6,0.67,2,1,3,1,0,0,2,2,1,0,0,0,0.67,0,0,14,2,1,0.5,7,3,0.43,0,0,0,0.5,4,1,9,4,0,0,3,2,0.67,2,1,0.5,0.29,1,1,3,0,0,0,2,1,0.5,1,0,0,0.5,1,0,2025-01-07
Skidmore Thoroughbreds,Pomona-Pitzer Saghens,55,81,136,-26,4,1,1,1,2,1,21,5,1,0.2,13,6,0.46,8,4,0.5,0.42,2,1,6,6,2,0.33,0,0,5,1,0,0,4,1,0.25,0,0,0,0.2,0,0,11,11,2,0.18,0,0,0,0,0,11,6,1,0.17,9,3,0.33,2,0,1,1,1,1,0,0,0,0,0,0,1.5,0,0,4,2,0,0,2,2,1,0,0,0,0.5,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0.5,0,0,0,0,0,0,0.75,0,0,7,4,6,0.67,0,1,13,2,1,0.5,6,3,0.5,2,1,0.5,0.56,4,1,6,5,2,0.4,1,0,3,2,1,0.5,1,0,0,0,0,0,0.5,0,0,20,20,9,0.45,0,0,0,0,0,12,2,1,0.5,7,2,0.29,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,2,0.5,4,1,0.25,0,0,0,0.5,0,0,8,2,1,0.5,4,2,0.5,2,1,0.5,0.58,2,0,2,1,0,0,1,0,0,0,0,0,0,0,0,2025-01-04
Rensselaer Polytechnic,St. John Fisher Cardinals,62,74,136,-12,9,6,7,0.86,1,1,7,2,0,0,3,2,0.67,0,0,0,0.4,0,2,3,1,0,0,1,1,3,2,0,0,0,0,0,0,0,0,0,1,0,19,19,4,0.21,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,1.5,0,0,11,3,0,0,3,3,1,0,0,0,0.5,1,4,2,1,0,0,0,0,0,0,0,0,0,1,0,3,2,1,0.5,0,0,0,0,0,0,0.75,1,0,4,2,3,0.67,0,1,13,5,2,0.4,6,4,0.67,0,0,0,0.64,1,1,0,0,0,0,0,0,4,2,1,0.5,2,2,1,1,1,1,0.88,0,0,10,10,6,0.6,0,0,0,0,0,7,0,0,0,3,0,0,3,0,3,0,0,0,1,1,1,0,0,0,1,2,0,6,3,0,0,3,2,0.67,0,0,0,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,3,1,4,1,0.25,1,0,0,0.79,1,1,2024-12-30
Emory University Eagles,Union (NY) Chargers,77,71,148,6,0,0,0,0,0,0,8,5,1,0.2,2,1,0.5,0,0,0,0.36,0,1,8,6,2,0.33,0,2,3,0,0,0,1,1,1,0,0,0,1.0,0,2,18,18,3,0.17,0,0,0,0,0,10,0,0,0,8,3,0.38,0,1,2,0,0,0,2,1,0.5,1,0,0,0.5,0,0,24,11,6,0.55,10,6,0.6,2,0,0,0.71,0,3,2,1,0,0,1,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1.5,0,0,9,4,9,0.44,0,0,13,0,0,0,10,4,0.4,4,1,0.25,0.4,0,3,6,6,3,0.5,0,0,3,0,0,0,2,0,0,1,0,0,0,1,0,9,9,4,0.44,0,0,0,0,0,9,1,0,0,6,3,0.5,0,2,4,1,1,1,3,1,0.33,2,1,0.5,0.62,0,0,9,4,0,0,5,2,0.4,0,0,0,0.22,0,0,5,3,1,0.33,2,0,0,0,0,0,0.3,0,0,3,0,0,0,2,0,0,1,0,0,0,1,0,2024-12-30
Rensselaer Polytechnic,SUNY Canton Kangaroos,62,48,110,14,9,4,7,0.57,2,0,11,1,0,0,8,3,0.38,4,2,0.5,0.33,1,1,9,5,2,0.4,1,3,3,1,1,1,2,2,1,0,0,0,1.17,0,0,6,5,1,0.2,1,0,0,0,0,3,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,14,2,1,0.5,6,3,0.5,1,1,1,0.56,4,2,2,0,0,0,1,0,0,1,0,0,0.0,1,0,2,1,0,0,0,0,0,0,0,0,0.0,0,1,1,1,1,1,0,0,13,6,3,0.5,4,1,0.25,3,0,0,0.55,1,2,8,4,2,0.5,2,2,1,0,0,0,1,0,0,0,0,0,0,0,0,15,15,2,0.13,0,0,0,0,0,11,2,1,0.5,8,2,0.25,0,1,5,0,0,0,4,1,0.25,1,0,0,0.25,1,0,10,1,0,0,3,2,0.67,0,0,0,0.5,6,0,1,0,0,0,0,0,0,0,0,0,,1,0,2,1,1,1,0,0,0,0,0,0,1.5,1,0,2024-12-29
Rochester Institute of Technology Tigers,SUNY Geneseo Knights,90,82,172,8,4,4,4,1,0,0,4,0,0,0,2,0,0,1,0,0,0.0,2,0,10,7,6,0.86,1,2,2,1,0,0,1,0,0,0,0,0,0,0,0,19,19,10,0.53,0,0,0,0,0,12,1,0,0,7,0,0,2,2,3,0,0,0,2,1,0.5,0,0,0,0.5,0,1,10,1,0,0,5,5,1,0,0,0,0.83,3,1,5,4,3,0.75,1,0,0,1,0,0,0.9,0,0,3,1,1,1,0,0,0,0,0,0,1.5,2,0,12,5,12,0.42,0,0,8,0,0,0,4,3,0.75,3,3,1,0.75,2,2,3,3,2,0.67,0,0,1,1,1,1,0,0,0,0,0,0,1.5,0,0,22,22,6,0.27,0,0,0,0,0,13,2,1,0.5,7,3,0.43,1,2,4,1,0,0,3,0,0,0,0,0,0,0,0,20,5,2,0.4,13,9,0.69,0,0,0,0.67,0,2,2,0,0,0,2,1,0.5,2,1,0.5,0.5,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2025-01-03
Hobart College Statesmen,Rensselaer Polytechnic,61,50,111,11,2,1,1,1,1,0,3,0,0,0,3,0,0,2,0,0,0,0,0,2,2,2,1,0,0,8,7,2,0.29,1,1,1,0,0,0,0.5,0,0,9,9,6,0.67,0,0,0,0,0,14,7,3,0.43,10,3,0.3,1,0,9,0,0,0,6,1,0.17,2,0,0,0.17,3,0,8,0,0,0,4,2,0.5,0,0,0,0.5,2,2,4,4,2,0.5,0,0,0,0,0,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,3,0.67,0,1,12,2,0,0,8,2,0.25,5,1,0.2,0.2,1,1,11,7,1,0.14,2,2,4,2,0,0,1,0,0,0,0,0,0,1,0,12,10,2,0.2,2,1,0.5,0,0,4,2,0,0,3,0,0,0,1,4,0,0,0,3,1,0.33,2,0,0,0.33,1,0,9,4,2,0.5,2,0,0,0,0,0,0.5,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1.5,0,0,2025-01-04
Middlebury College,Vassar Brewers,99,85,184,14,10,6,8,0.75,2,0,7,1,0,0,3,2,0.67,1,1,1,0.5,3,0,2,0,0,0,1,1,3,0,0,0,3,1,0.33,0,0,0,0.33,0,0,18,18,12,0.67,0,0,0,0,0,6,3,0,0,6,1,0.17,0,0,7,0,0,0,6,1,0.17,2,0,0,0.17,1,0,17,2,0,0,11,8,0.73,1,0,0,0.62,2,2,7,3,1,0.33,1,1,1,0,0,0,0.62,2,1,2,2,2,1,0,0,0,0,0,0,1.5,0,0,11,6,10,0.6,1,0,13,3,2,0.67,7,2,0.29,2,1,0.5,0.5,3,0,1,1,1,1,0,0,7,2,1,0.5,2,0,0,0,0,0,0.38,2,1,7,7,3,0.43,0,0,0,0,0,8,2,1,0.5,6,3,0.5,1,0,3,0,0,0,3,3,1,0,0,0,1,0,0,17,8,2,0.25,5,1,0.2,0,0,0,0.31,1,3,5,4,2,0.5,1,1,1,0,0,0,0.8,0,0,6,4,0,0,1,1,1,0,0,0,0.2,0,1,2025-01-03
